metric,parameter,mu,mu_star,sigma,mu_star_conf
angular_velocity_tracking_error,gamma_r_tran_L33,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L11,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L21,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L22,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L31,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L32,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L33,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L41,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L42,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L43,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L44,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L51,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L52,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L53,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L54,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L55,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L61,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L62,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L63,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L64,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L65,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_tran_L66,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_x_rot_L11,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_x_rot_L21,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_x_rot_L22,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_x_rot_L31,-0.375,0.375,0.75,0.5757512673144187
angular_velocity_tracking_error,gamma_x_rot_L32,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_x_rot_L33,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_r_rot_L11,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_r_rot_L21,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_r_rot_L22,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_r_rot_L31,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_r_rot_L32,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_r_rot_L33,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L11,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L21,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L22,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L31,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L32,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L33,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L41,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L42,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L43,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L44,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L51,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L52,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L53,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L54,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L55,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L61,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L62,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L63,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L64,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L65,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,gamma_theta_rot_L66,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L11,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L21,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L22,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L31,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L32,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L33,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L41,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L42,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L43,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L44,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L51,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L52,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L53,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L54,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L55,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L61,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L62,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L63,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L64,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L65,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_tran_L66,-0.375,0.375,0.75,0.6463425150417432
angular_velocity_tracking_error,q_rot_L11,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_rot_L21,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_rot_L22,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_rot_L31,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_rot_L32,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,q_rot_L33,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,K_P_omega_ref_1,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,K_P_omega_ref_2,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,K_P_omega_ref_3,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,K_I_omega_ref_1,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,K_I_omega_ref_2,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,K_I_omega_ref_3,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,sigma_x_tran,-0.375,0.375,0.75,0.641044362502859
angular_velocity_tracking_error,sigma_r_tran,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,sigma_Theta_tran,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,sigma_x_rot,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,sigma_r_rot,0.0,0.0,0.0,0.0
angular_velocity_tracking_error,sigma_Theta_rot,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L11,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L21,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L22,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L31,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L32,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L33,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L41,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L42,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L43,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L44,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L51,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L52,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L53,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L54,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L55,-0.375,0.375,0.75,0.6378443473641693
rotational_control_effort,gamma_x_tran_L61,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L62,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L63,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L64,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L65,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_tran_L66,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_tran_L11,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_tran_L21,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_tran_L22,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_tran_L31,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_tran_L32,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_tran_L33,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L11,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L21,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L22,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L31,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L32,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L33,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L41,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L42,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L43,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L44,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L51,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L52,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L53,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L54,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L55,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L61,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L62,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L63,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L64,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L65,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_tran_L66,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_rot_L11,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_rot_L21,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_rot_L22,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_rot_L31,-0.375,0.375,0.75,0.5768874327357867
rotational_control_effort,gamma_x_rot_L32,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_x_rot_L33,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_rot_L11,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_rot_L21,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_rot_L22,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_rot_L31,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_rot_L32,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_r_rot_L33,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L11,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L21,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L22,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L31,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L32,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L33,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L41,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L42,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L43,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L44,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L51,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L52,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L53,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L54,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L55,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L61,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L62,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L63,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L64,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L65,0.0,0.0,0.0,0.0
rotational_control_effort,gamma_theta_rot_L66,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L11,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L21,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L22,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L31,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L32,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L33,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L41,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L42,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L43,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L44,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L51,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L52,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L53,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L54,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L55,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L61,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L62,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L63,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L64,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L65,0.0,0.0,0.0,0.0
rotational_control_effort,q_tran_L66,-0.375,0.375,0.75,0.6062654240797481
rotational_control_effort,q_rot_L11,0.0,0.0,0.0,0.0
rotational_control_effort,q_rot_L21,0.0,0.0,0.0,0.0
rotational_control_effort,q_rot_L22,0.0,0.0,0.0,0.0
rotational_control_effort,q_rot_L31,0.0,0.0,0.0,0.0
rotational_control_effort,q_rot_L32,0.0,0.0,0.0,0.0
rotational_control_effort,q_rot_L33,0.0,0.0,0.0,0.0
rotational_control_effort,K_P_omega_ref_1,0.0,0.0,0.0,0.0
rotational_control_effort,K_P_omega_ref_2,0.0,0.0,0.0,0.0
rotational_control_effort,K_P_omega_ref_3,0.0,0.0,0.0,0.0
rotational_control_effort,K_I_omega_ref_1,0.0,0.0,0.0,0.0
rotational_control_effort,K_I_omega_ref_2,0.0,0.0,0.0,0.0
rotational_control_effort,K_I_omega_ref_3,0.0,0.0,0.0,0.0
rotational_control_effort,sigma_x_tran,-0.375,0.375,0.75,0.6687483697347275
rotational_control_effort,sigma_r_tran,0.0,0.0,0.0,0.0
rotational_control_effort,sigma_Theta_tran,0.0,0.0,0.0,0.0
rotational_control_effort,sigma_x_rot,0.0,0.0,0.0,0.0
rotational_control_effort,sigma_r_rot,0.0,0.0,0.0,0.0
rotational_control_effort,sigma_Theta_rot,0.0,0.0,0.0,0.0
position_error,gamma_x_tran_L11,0.0,0.0,0.0,0.0
position_error,gamma_x_tran_L21,0.0,0.0,0.0,0.0
position_error,gamma_x_tran_L22,0.0,0.0,0.0,0.0
position_error,gamma_x_tran_L31,0.0,0.0,0.0,0.0
position_error,gamma_x_tran_L32,0.0,0.0,0.0,0.0
position_error,gamma_x_tran_L33,0.0,0.0,0.0,0.0
